ID: 1	66070955580;Aleksander;Babko
ID: 1348	99010311930;Jakub;Rumianek
ID: 1349	57042236351;Micha³;Kadaœ
ID: 1350	14082546376;Martyna;Sosna
ID: 1351	63090230741;Adam;Kadaœ
ID: 1352	58021851588;Paulina;Maksymowicz
ID: 1353	11090477181;Micha³;Struœ
ID: 1354	34111115493;Anna;Nowak
ID: 1355	58090838144;Klaudia;Baczak
ID: 1356	81092139143;Konrad;Kacprzak
ID: 1357	46062333316;Anna;Nowak
ID: 1358	29081630438;Joanna;Jaskó³ka
ID: 1359	39082014408;Klaudia;Deszczowiec
ID: 1360	45021297373;Micha³;Nowak
ID: 1361	93091714494;Martyna;Sosna
ID: 1362	95091775808;Jakub;Deszczowiec
ID: 1363	90102869684;Anna;Maksymowicz
ID: 1364	14112765419;Alicja;Babko
ID: 1365	59012161876;Katarzyna;Nowak
ID: 1366	25020777872;Joanna;Kaczmarek
ID: 1367	41071123594;Dominik;Deszczowiec
ID: 1368	91040482256;Dominik;Sosna
ID: 1369	60062573840;Martyna;Trawa
ID: 1370	21121356436;Katarzyna;Kacprzak
ID: 1371	30121776757;Mateusz;Kadaœ
ID: 1372	12052334528;Magdalena;Trawa
ID: 1373	14011541020;Katarzyna;Brzoza
ID: 1374	39011032634;Alicja;Kaczanka
ID: 1375	82032282140;Aleksanda;Kaczka
ID: 1376	82090958720;Marcin;O³ówek
ID: 1377	67091691037;Konrad;Abarowicz
ID: 1378	78071426664;Marcin;Bachara
ID: 1379	66022771231;Joanna;Nowak
ID: 1380	58081241194;Krzysztof;Kaduszko
ID: 1381	21102186456;Mateusz;Sosna
ID: 1382	29122229341;Anna;Kabela
ID: 1383	69061621805;Marcin;Kacera
ID: 1384	19110374548;Dominik;Kacera
ID: 1385	06051876091;Mateusz;Deszczowiec
ID: 1386	55012018262;Mateusz;Kaduszko
ID: 1387	66062086211;Krzysztof;Trawa
ID: 1388	91122011284;Sebastian;Kaczanka
ID: 1389	61091959256;Martyna;Kacera
ID: 1390	95011780720;Aleksander;Babko
ID: 1391	81031714602;Mateusz;Abelec
ID: 1392	47011739990;Martyna;Abarowicz
ID: 1393	95021226356;Konrad;Kadula
ID: 1394	43102037025;Natalia;Deszczowiec
ID: 1395	11112170480;Marcin;Deszczowiec
ID: 1396	64071545830;Krzysztof;Rumianek
ID: 1397	51060418467;Jakub;Nowak
ID: 1398	98092648865;Alicja;Nowak
ID: 1399	13102369529;Katarzyna;Kaczka
ID: 1400	16010654163;Alicja;Gêœ
ID: 1401	71101942569;Klaudia;Kaczanka
ID: 1402	62052413279;Jakub;Rumianek
ID: 1403	39071989765;Piotr;Tygrys
ID: 1404	11101351464;Natalia;Wróbel
ID: 1405	54041970316;Natalia;Jaskó³ka
ID: 1406	05032775949;Krzysztof;Kaczmarek
ID: 1407	83120259753;Anna;Abelec
ID: 1408	13040514566;Mateusz;Struœ
ID: 1409	31022317019;Micha³;Maksymowicz
ID: 1410	24050232328;Dominik;Jab³ko
ID: 1411	96120189639;Aleksanda;Kaczanka
ID: 1412	29040431343;Daria;Tygrys
ID: 1413	80090639632;Jakub;Kowalczyk
ID: 1414	75120928753;Adam;Kaduszko
ID: 1415	65060379851;Mateusz;Kabela
ID: 1416	80042560772;Micha³;Baczak
ID: 1417	74071187217;Piotr;Tygrys
ID: 1418	61051982499;Piotr;Gêœ
ID: 1419	73121378188;Alicja;Kaczmarzyk
ID: 1420	74020290757;Katarzyna;Sosna
ID: 1421	67082768731;Natalia;Nowak
ID: 1422	38012760950;Katarzyna;Kadula
ID: 1423	90091057855;Dominik;Maksymowicz
ID: 1424	14071632606;Klaudia;Kaczmarzyk
ID: 1425	33042880786;Krzysztof;Jab³ko
ID: 1426	63112138619;Alicja;Ró¿a
ID: 1427	44052091840;Aleksanda;Kabela
ID: 1428	56121548779;Aleksanda;Trawa
ID: 1429	17120650986;Martyna;Jaskó³ka
ID: 1430	25080567895;Martyna;Kaczanka
ID: 1431	43112286493;Mateusz;Kowalczyk
ID: 1432	05021168620;Daria;Kaczmarzyk
ID: 1433	83122612781;Katarzyna;Tygrys
ID: 1434	88102554526;Daria;Kaduszko
ID: 1435	94072068481;Natalia;Ró¿a
ID: 1436	54101659595;Mateusz;Nowak
ID: 1437	65091816511;Klaudia;Sosna
ID: 1438	30051810621;Anna;O³ówek
ID: 1439	41062350519;Klaudia;Kacprzak
ID: 1440	99112158806;Marcin;Maksymowicz
ID: 1441	69122161294;Mateusz;Kaczka
ID: 1442	19011036440;Mateusz;Struœ
ID: 1443	33020892274;Krzysztof;Gêœ
ID: 1444	68012814816;Krzysztof;Kacera
ID: 1445	73030184432;Micha³;Brzoza
ID: 1446	77112695434;Natalia;Abaszyn
ID: 1447	02072663144;Jakub;Deszczowiec
ID: 1448	03071056079;Klaudia;Kaczanka
ID: 1449	08011354164;Konrad;Kadula
ID: 1450	73070996110;Aleksanda;Trawa
ID: 1451	64030713364;Alicja;Ró¿a
ID: 1452	41042046851;Joanna;Kaduszko
ID: 1453	52061967364;Marcin;Ró¿a
ID: 1454	73021731527;Alicja;Baczak
ID: 1455	65082327803;Jakub;Trawa
ID: 1456	01080432632;Dominik;Struœ
ID: 1457	62050734512;Aleksander;Jab³ko
ID: 1458	99072757384;Katarzyna;Abaszyn
ID: 1459	85062517189;Dominik;Kaczmarek
ID: 1460	38051320390;Konrad;Gêœ
ID: 1461	09120897036;Daria;Tygrys
ID: 1462	72042011824;Aleksander;Wróbel
ID: 1463	43070524072;Dominik;Trawa
ID: 1464	34090138736;Alicja;Babko
ID: 1465	08021450213;Aleksander;Wróbel
ID: 1466	64040254841;Alicja;Deszczowiec
ID: 1467	39121158461;Krzysztof;Kacprzak
ID: 1468	59061268281;Daria;Sosna
ID: 1469	21032451113;Aleksander;Gêœ
ID: 1470	22110218481;Joanna;Tygrys
ID: 1471	50051741559;Mateusz;Abelec
ID: 1472	73080698028;Katarzyna;Kadaœ
ID: 1473	17051629274;Paulina;Kadaœ
ID: 1474	61040312590;Katarzyna;Kowalczyk
ID: 1475	86082112003;Piotr;Kabela
ID: 1476	27120816004;Paulina;Kachel
ID: 1477	90082636164;Sebastian;Kowalczyk
ID: 1478	03022684652;Micha³;Kaczka
ID: 1479	84072283101;Marcin;Trawa
ID: 1480	84082164921;Aleksanda;Jab³ko
ID: 1481	25020279776;Katarzyna;Jab³ko
ID: 1482	11021891892;Joanna;Kachel
ID: 1483	78012655416;Katarzyna;Jaskó³ka
ID: 1484	83010135803;Konrad;Bachara
ID: 1485	97011635070;Katarzyna;Kaduszko
ID: 1486	09081026048;Krzysztof;Abarowicz
ID: 1487	05040571910;Mateusz;Baczak
ID: 1488	76111799826;Katarzyna;Jab³ko
ID: 1489	12121048203;Krzysztof;Kowalczyk
ID: 1490	22071911065;Paulina;Wróbel
ID: 1491	43071171387;Adam;Kowalczyk
ID: 1492	07012441640;Jakub;Nowak
ID: 1493	46010880745;Natalia;Kaczanka
ID: 1494	39101523643;Krzysztof;Struœ
ID: 1495	75121951451;Alicja;Nowak
ID: 1496	15081521946;Aleksander;Ró¿a
ID: 1497	55061328317;Konrad;Sosna
ID: 1498	78031998548;Aleksanda;Kachel
ID: 1499	48072397575;Marcin;Sosna
ID: 1500	14051794010;Adam;Kaduszko
ID: 1501	98032127878;Martyna;Baczak
ID: 1502	33092193607;Alicja;Kacera
ID: 1503	11071036608;Joanna;Kaczmarzyk
ID: 1504	19080348876;Marcin;Bachara
ID: 1505	12080899662;Alicja;Kaczka
ID: 1506	06081230062;Dominik;Gêœ
ID: 1507	23052149206;Klaudia;Kaczanka
ID: 1508	78061513764;Marcin;Struœ
ID: 1509	81062095444;Joanna;Kacera
ID: 1510	71062126275;Sebastian;Kaduszko
ID: 1511	95102070524;Magdalena;Wróbel
ID: 1512	61091487154;Paulina;Kadula
ID: 1513	54082736372;Natalia;Maksymowicz
ID: 1514	25122570777;Martyna;Baczak
ID: 1515	25070379642;Aleksander;Kaczmarek
ID: 1516	57121121174;Krzysztof;Babko
ID: 1517	00080113159;Daria;Bachara
ID: 1518	65091492841;Daria;Abarowicz
ID: 1519	52120251583;Sebastian;Kadula
ID: 1520	76061798957;Magdalena;O³ówek
ID: 1521	94102681732;Anna;Kaczmarzyk
ID: 1522	48101936640;Magdalena;B³aszczyk
ID: 1523	46051089804;Joanna;Kadula
ID: 1524	46030856492;Joanna;Tygrys
ID: 1525	75071355702;Aleksanda;Nowak
ID: 1526	79052135280;Piotr;Bachara
ID: 1527	64071612523;Klaudia;Baczak
ID: 1528	94101472806;Natalia;Maksymowicz
ID: 1529	27061773567;Natalia;Kaczmarek
ID: 1530	52011587471;Anna;Brzoza
ID: 1531	43121336085;Alicja;Kaczanka
ID: 1532	14011192282;Krzysztof;Kaduszko
ID: 1533	60121216387;Aleksanda;Brzoza
ID: 1534	67030829975;Dominik;Bachara
ID: 1535	32080623592;Alicja;Wróbel
ID: 1536	53081048625;Magdalena;Baczak
ID: 1537	28121567660;Jakub;Kacera
ID: 1538	56050176551;Alicja;Nowak
ID: 1539	07102029650;Paulina;Abaszyn
ID: 1540	70092128925;Natalia;Kabela
ID: 1541	62051171979;Joanna;Rumianek
ID: 1542	36050949317;Paulina;Babko
ID: 1543	22070994934;Micha³;Kowalczyk
ID: 1544	47062259368;Aleksander;Abaszyn
ID: 1545	40091085204;Micha³;Kaczanka
ID: 1546	99012062173;Alicja;Brzoza
ID: 1547	05091947167;Anna;Bachara
ID: 1548	78072594834;Micha³;Kacera
ID: 1549	46020414375;Dominik;Sosna
ID: 1550	56021266777;Anna;Kadula
ID: 1551	89122464656;Daria;Kacprzak
ID: 1552	94072353037;Konrad;Kabela
ID: 1553	02091287741;Anna;Kaczmarek
ID: 1554	44110817904;Katarzyna;Abarowicz
ID: 1555	41052748271;Aleksander;Maksymowicz
ID: 1556	46101781959;Dominik;Abelec
ID: 1557	88102578466;Magdalena;Ró¿a
ID: 1558	72030780730;Anna;Kabela
ID: 1559	11080295993;Mateusz;Abarowicz
ID: 1560	96062114387;Adam;Sosna
ID: 1561	37100422880;Konrad;Maksymowicz
ID: 1562	03082629518;Sebastian;Abarowicz
ID: 1563	58062712447;Natalia;Gêœ
ID: 1564	24011122051;Konrad;Deszczowiec
ID: 1565	52060215129;Krzysztof;Baczak
ID: 1566	00091158618;Krzysztof;Maksymowicz
ID: 1567	23090680249;Martyna;Babko
ID: 1568	71061417219;Micha³;Kowalczyk
ID: 1569	03122036938;Piotr;Abarowicz
ID: 1570	72031872332;Alicja;Kaduszko
ID: 1571	62100649350;Micha³;Maksymowicz
ID: 1572	07062422202;Dominik;Rumianek
ID: 1573	83041515396;Joanna;B³aszczyk
ID: 1574	86061514776;Jakub;Kadaœ
ID: 1575	60062819416;Anna;Jaskó³ka
ID: 1576	44010369548;Aleksander;Maksymowicz
ID: 1577	34010167066;Adam;Babko
ID: 1578	39091385452;Martyna;Struœ
ID: 1579	30122298777;Krzysztof;Kowalczyk
ID: 1580	33062223633;Jakub;Kacera
ID: 1581	97102029077;Alicja;Ró¿a
ID: 1582	54072474493;Marcin;Abelec
ID: 1583	53102559887;Martyna;Bachara
ID: 1584	79070777755;Mateusz;Gêœ
ID: 1585	75071047070;Martyna;Kaczmarzyk
ID: 1586	67010752957;Klaudia;Abaszyn
ID: 1587	10011982505;Dominik;Jab³ko
ID: 1588	90110677945;Piotr;Babko
ID: 1589	51102373300;Krzysztof;Ró¿a
ID: 1590	38030972611;Adam;Maksymowicz
ID: 1591	39102741018;Magdalena;Jaskó³ka
ID: 1592	83102461920;Katarzyna;Kaczmarzyk
ID: 1593	34101168404;Sebastian;Kadula
ID: 1594	60080819013;Micha³;Gêœ
ID: 1595	85032337346;Konrad;Kadula
ID: 1596	13061546286;Aleksanda;Brzoza
ID: 1597	50052119838;Krzysztof;Baczak
ID: 1598	97012899412;Marcin;Deszczowiec
ID: 1599	03061038777;Natalia;Kowalczyk
ID: 1600	85040837161;Anna;Kadula
ID: 1601	02111343194;Mateusz;Ró¿a
ID: 1602	60051730628;Aleksander;Jaskó³ka
ID: 1603	53080730164;Daria;Wróbel
ID: 1604	98051181634;Konrad;Kaczka
ID: 1605	66062073415;Natalia;Kaczanka
ID: 1606	48041828099;Piotr;Kaczmarek
ID: 1607	73071991935;Konrad;Kachel
ID: 1608	21050928010;Adam;Abelec
ID: 1609	40092196742;Marcin;Kabela
ID: 1610	53041616265;Aleksander;Kaczanka
ID: 1611	34052628238;Aleksander;Kaczanka
ID: 1612	59111282176;Mateusz;Kacprzak
ID: 1613	84032146738;Aleksanda;Abarowicz
ID: 1614	46030741064;Mateusz;Ró¿a
ID: 1615	63111951364;Magdalena;Nowak
ID: 1616	52111997201;Alicja;Kaczmarek
ID: 1617	93030695946;Anna;Abelec
ID: 1618	28100519187;Adam;Kaduszko
ID: 1619	81072519373;Aleksanda;Kaczka
ID: 1620	77061298574;Piotr;Gêœ
ID: 1621	96122432797;Marcin;Abarowicz
ID: 1622	45071426378;Jakub;Babko
ID: 1623	96010262587;Aleksander;Jaskó³ka
ID: 1624	74041648920;Alicja;Kaczmarek
ID: 1625	57020522002;Daria;Abelec
ID: 1626	80101975022;Adam;Kacprzak
ID: 1627	10120525392;Mateusz;Bachara
ID: 1628	04120613764;Magdalena;Abarowicz
ID: 1629	80090236068;Daria;Nowak
ID: 1630	31112480790;Sebastian;B³aszczyk
ID: 1631	02100799136;Piotr;Kadaœ
ID: 1632	54082535342;Katarzyna;Kaczanka
ID: 1633	21121839567;Sebastian;Struœ
ID: 1634	66090353376;Martyna;Sosna
ID: 1635	12051338830;Adam;Kowalczyk
ID: 1636	17020858956;Mateusz;Nowak
ID: 1637	18020291729;Marcin;Kaczka
ID: 1638	62031194215;Piotr;Kaczmarzyk
ID: 1639	70041293744;Mateusz;Abelec
ID: 1640	33090750668;Aleksanda;Bachara
ID: 1641	87011057945;Marcin;Sosna
ID: 1642	98111915026;Sebastian;Brzoza
ID: 1643	07051952032;Krzysztof;Maksymowicz
ID: 1644	07012784797;Mateusz;Maksymowicz
ID: 1645	77090367188;Daria;Abelec
ID: 1646	12031640365;Mateusz;B³aszczyk
ID: 1647	47010422650;Krzysztof;Kaczmarek
ID: 1648	78120495302;Jakub;Kachel
ID: 1649	68090372280;Aleksanda;Abaszyn
ID: 1650	92072281827;Mateusz;Jaskó³ka
ID: 1651	50092692494;Martyna;Kadula
ID: 1652	27072142311;Natalia;Kacprzak
ID: 1653	73122451752;Magdalena;Deszczowiec
ID: 1654	52121943328;Martyna;Kadaœ
ID: 1655	30111696689;Katarzyna;Bachara
ID: 1656	12112120708;Mateusz;Jab³ko
ID: 1657	96032032591;Aleksander;Kacprzak
ID: 1658	03091770343;Klaudia;Jab³ko
ID: 1659	62010912947;Natalia;Sosna
ID: 1660	83051020627;Alicja;Gêœ
ID: 1661	67012616192;Anna;Kaczanka
ID: 1662	12021261826;Konrad;Kabela
ID: 1663	91020119112;Piotr;Baczak
ID: 1664	09051667515;Piotr;Struœ
ID: 1665	62072522801;Krzysztof;Jab³ko
ID: 1666	44100412885;Jakub;O³ówek
ID: 1667	45010121304;Mateusz;Sosna
ID: 1668	09112459766;Alicja;Struœ
ID: 1669	33050353919;Micha³;Babko
ID: 1670	45060656842;Dominik;Abaszyn
ID: 1671	84081388647;Martyna;Kaczmarzyk
ID: 1672	91101215858;Joanna;Kacprzak
ID: 1673	37020726619;Krzysztof;Kacera
ID: 1674	41100240129;Paulina;Kaczka
ID: 1675	94121045661;Magdalena;Kowalczyk
ID: 1676	20081755881;Aleksanda;Kachel
ID: 1677	59111047525;Daria;Kadaœ
ID: 1678	99042231714;Natalia;B³aszczyk
ID: 1679	16011887267;Martyna;Abelec
ID: 1680	72111890853;Alicja;Kachel
ID: 1681	83040156618;Alicja;Tygrys
ID: 1682	56122128435;Konrad;Bachara
ID: 1683	86120693790;Mateusz;Jaskó³ka
ID: 1684	57072040272;Aleksander;Maksymowicz
ID: 1685	22010885996;Daria;Baczak
ID: 1686	64051720953;Paulina;Abaszyn
ID: 1687	87081827061;Joanna;Kowalczyk
ID: 1688	07120770092;Magdalena;Trawa
ID: 1689	14081840411;Anna;Kaczanka
ID: 1690	25042593587;Marcin;Kabela
ID: 1691	38111924628;Martyna;Sosna
ID: 1692	26050897021;Natalia;Abarowicz
ID: 1693	04092649432;Magdalena;Kacera
ID: 1694	87030558162;Konrad;Kaczka
ID: 1695	82081016783;Joanna;Kachel
ID: 1696	46071820314;Piotr;Kaczmarzyk
ID: 1697	50052257919;Dominik;Struœ
ID: 1698	61121967239;Martyna;Gêœ
ID: 1699	78041370056;Marcin;Brzoza
ID: 1700	74122258626;Aleksander;Jaskó³ka
ID: 1701	50030778845;Daria;Kacprzak
ID: 1702	45012488865;Sebastian;Kaczmarzyk
ID: 1703	11100452292;Joanna;Kowalczyk
ID: 1704	46092632029;Krzysztof;B³aszczyk
ID: 1705	61030371324;Micha³;B³aszczyk
ID: 1706	12120187837;Piotr;Kadula
ID: 1707	36031183431;Klaudia;Rumianek
ID: 1708	30061090483;Konrad;Babko
ID: 1709	67080999506;Adam;Baczak
ID: 1710	44122830560;Daria;Sosna
ID: 1711	18042283333;Katarzyna;Kaczanka
ID: 1712	78120633157;Natalia;Wróbel
ID: 1713	71080123581;Joanna;Bachara
ID: 1714	53032260599;Krzysztof;Kaczmarek
ID: 1715	55041580115;Krzysztof;Brzoza
ID: 1716	98011642921;Katarzyna;O³ówek
ID: 1717	25041975475;Mateusz;Kabela
ID: 1718	97061648541;Micha³;O³ówek
ID: 1719	40050325166;Klaudia;Kacera
ID: 1720	29072790921;Martyna;Tygrys
ID: 1721	02070370718;Dominik;Babko
ID: 1722	14070692674;Anna;Struœ
ID: 1723	54071354990;Mateusz;Kaczka
ID: 1724	72081956567;Marcin;Rumianek
ID: 1725	03071540340;Katarzyna;Jab³ko
ID: 1726	47060841467;Joanna;Abarowicz
ID: 1727	20040488436;Katarzyna;Kadula
ID: 1728	83011023346;Magdalena;Baczak
ID: 1729	71042164669;Adam;Rumianek
ID: 1730	26060867271;Konrad;Ró¿a
ID: 1731	88101287185;Magdalena;Kaczanka
ID: 1732	32022534574;Aleksander;Trawa
ID: 1733	65101141500;Konrad;Kaczanka
ID: 1734	26121974943;Joanna;Sosna
ID: 1735	80032668574;Piotr;O³ówek
ID: 1736	47040712826;Mateusz;Kadula
ID: 1737	38050518925;Martyna;Abarowicz
ID: 1738	83022452918;Krzysztof;B³aszczyk
ID: 1739	03012061444;Anna;B³aszczyk
ID: 1740	80021242550;Dominik;Kaczmarzyk
ID: 1741	35041550519;Anna;Jaskó³ka
ID: 1742	51112468526;Konrad;Baczak
ID: 1743	79082558465;Anna;Kadaœ
ID: 1744	10032420340;Joanna;Kaduszko
ID: 1745	68042223986;Krzysztof;Jaskó³ka
ID: 1746	92061687320;Aleksander;Kaczmarek
ID: 1747	66050929162;Konrad;Kacera
ID: 1748	67020469825;Dominik;Kowalczyk
ID: 1749	26022619258;Natalia;Brzoza
ID: 1750	15031626792;Adam;Kaczmarek
ID: 1751	69112320453;Marcin;Baczak
ID: 1752	51050425689;Mateusz;Kachel
ID: 1753	40110526023;Jakub;Tygrys
ID: 1754	43050160893;Jakub;Abarowicz
ID: 1755	81111557355;Paulina;Kowalczyk
ID: 1756	30051323457;Aleksander;Kaczmarzyk
ID: 1757	88081980112;Konrad;Kaczka
ID: 1758	91042643109;Konrad;Sosna
ID: 1759	58020847528;Martyna;Kaczanka
ID: 1760	85051388410;Anna;Kachel
ID: 1761	25012619494;Adam;Kadaœ
ID: 1762	07050354440;Aleksanda;Sosna
ID: 1763	31120950815;Daria;Abelec
ID: 1764	80042458510;Paulina;Kaczmarzyk
ID: 1765	16020921345;Daria;Kaczmarzyk
ID: 1766	84090798440;Piotr;Wróbel
ID: 1767	54031915963;Jakub;Kaczmarzyk
ID: 1768	02080527520;Magdalena;Wróbel
ID: 1769	74022122335;Paulina;Kachel
ID: 1770	88082231597;Mateusz;Kadula
ID: 1771	70052874020;Anna;Abaszyn
ID: 1772	17061132075;Anna;Kadaœ
ID: 1773	49112770875;Joanna;Abarowicz
ID: 1774	29041297336;Mateusz;Kachel
ID: 1775	65031058911;Dominik;Trawa
ID: 1776	59121463525;Daria;Kachel
ID: 1777	32090672664;Joanna;Gêœ
ID: 1778	33032880181;Aleksanda;Deszczowiec
ID: 1779	10081392194;Dominik;Maksymowicz
ID: 1780	69060766284;Aleksander;Gêœ
ID: 1781	16041144128;Klaudia;Bachara
ID: 1782	17010738727;Dominik;Kaczanka
ID: 1783	48092894196;Dominik;Struœ
ID: 1784	66031159737;Daria;Abaszyn
ID: 1785	68021666696;Katarzyna;Abaszyn
ID: 1786	24120160714;Natalia;Deszczowiec
ID: 1787	17041515412;Marcin;Jab³ko
ID: 1788	81121816231;Katarzyna;Kadula
ID: 1789	70071398434;Natalia;Kaduszko
ID: 1790	13062224065;Marcin;Kaczka
ID: 1791	86042145483;Klaudia;Kaduszko
ID: 1792	15051746476;Katarzyna;Kabela
ID: 1793	11101199114;Paulina;Kacera
ID: 1794	51010844639;Paulina;B³aszczyk
ID: 1795	17061317130;Krzysztof;Wróbel
ID: 1796	55060517585;Micha³;Kaczmarek
ID: 1797	20070814826;Konrad;Nowak
ID: 1798	10112179470;Martyna;Abelec
ID: 1799	78081623322;Marcin;Ró¿a
ID: 1800	85111312254;Sebastian;Kacprzak
ID: 1801	84090511808;Alicja;Ró¿a
ID: 1802	30012431893;Jakub;Kachel
ID: 1803	93112833672;Klaudia;Bachara
ID: 1804	09082595838;Dominik;Maksymowicz
ID: 1805	84111837017;Piotr;Kaduszko
ID: 1806	91061888920;Daria;Kacera
ID: 1807	18121345176;Magdalena;Kadula
ID: 1808	28052442796;Sebastian;Kaczmarek
ID: 1809	14042335698;Mateusz;Kabela
ID: 1810	37070254548;Katarzyna;Jaskó³ka
ID: 1811	79122310806;Adam;Jab³ko
ID: 1812	66042871620;Daria;Abaszyn
ID: 1813	72070679772;Konrad;Kachel
ID: 1814	77062147883;Martyna;Tygrys
ID: 1815	81110399785;Dominik;Kacera
ID: 1816	73012029429;Aleksanda;Kadaœ
ID: 1817	93072749226;Sebastian;B³aszczyk
ID: 1818	76070833940;Natalia;Baczak
ID: 1819	60011531323;Micha³;Kachel
ID: 1820	80031034740;Alicja;Wróbel
ID: 1821	24122025004;Konrad;Kabela
ID: 1822	28031629134;Jakub;Brzoza
ID: 1823	12102668664;Krzysztof;Kadaœ
ID: 1824	46101097771;Krzysztof;Tygrys
ID: 1825	99101171723;Jakub;Sosna
ID: 1826	67072897775;Alicja;Kacprzak
ID: 1827	09011479866;Krzysztof;Abarowicz
ID: 1828	22060359307;Daria;Babko
ID: 1829	55031646752;Magdalena;Struœ
ID: 1830	83012559879;Anna;Abarowicz
ID: 1831	06031930086;Natalia;Kadula
ID: 1832	37092863030;Daria;Trawa
ID: 1833	07082756156;Sebastian;Abaszyn
ID: 1834	06072820274;Daria;Baczak
ID: 1835	45111479686;Marcin;Abarowicz
ID: 1836	28082086669;Klaudia;Kaczmarek
ID: 1837	62090236114;Mateusz;Kowalczyk
ID: 1838	93120866696;Alicja;Struœ
ID: 1839	81081179692;Mateusz;Tygrys
ID: 1840	25102644988;Martyna;Kaczanka
ID: 1841	50101498841;Konrad;Bachara
ID: 1842	89012467425;Anna;Ró¿a
ID: 1843	03050685012;Daria;Nowak
ID: 1844	10092744714;Dominik;Kadaœ
ID: 1845	69061077936;Klaudia;Kowalczyk
ID: 1846	29080740241;Aleksanda;Kadula
ID: 1847	87010775624;Mateusz;Kaczmarzyk
ID: 1848	09090612621;Adam;Maksymowicz
ID: 1849	01101229705;Katarzyna;Abarowicz
ID: 1850	19031757426;Katarzyna;Tygrys
ID: 1851	72121951961;Anna;Rumianek
ID: 1852	49061824495;Aleksander;Tygrys
ID: 1853	29081055869;Aleksander;Gêœ
ID: 1854	23041383761;Micha³;Sosna
ID: 1855	24080596714;Dominik;Kaczmarzyk
ID: 1856	88022238138;Krzysztof;Kadula
ID: 1857	14062492995;Sebastian;Jab³ko
ID: 1858	96061155277;Klaudia;Kowalczyk
ID: 1859	02032129721;Jakub;Wróbel
ID: 1860	26031377349;Aleksander;Ró¿a
ID: 1861	98041459881;Micha³;Ró¿a
ID: 1862	93010767155;Sebastian;Nowak
ID: 1863	54081370052;Paulina;Kabela
ID: 1864	20021078715;Konrad;Babko
ID: 1865	59092764411;Alicja;Kadaœ
ID: 1866	49080222003;Piotr;Kowalczyk
ID: 1867	88052043089;Krzysztof;Deszczowiec
ID: 1868	48072672109;Adam;Kacera
ID: 1869	48081699460;Magdalena;Kacera
ID: 1870	86061789141;Micha³;Abelec
ID: 1871	31030871488;Aleksanda;Ró¿a
ID: 1872	91111440890;Konrad;Rumianek
ID: 1873	92070316741;Klaudia;Kacera
ID: 1874	11122264182;Piotr;Kacera
ID: 1875	55092041508;Joanna;Ró¿a
ID: 1876	74061688443;Anna;Kowalczyk
ID: 1877	48061855227;Martyna;Kadaœ
ID: 1878	58040514286;Klaudia;Kadaœ
ID: 1879	44072172642;Sebastian;Abelec
ID: 1880	63102182106;Anna;Kacera
ID: 1881	21040465915;Dominik;Kabela
ID: 1882	23091043732;Katarzyna;Jab³ko
ID: 1883	57070156001;Mateusz;Maksymowicz
ID: 1884	94061427980;Konrad;Maksymowicz
ID: 1885	44110813740;Daria;Kacprzak
ID: 1886	32072114566;Piotr;Trawa
ID: 1887	71121553653;Adam;Baczak
ID: 1888	95110760568;Aleksanda;Jaskó³ka
ID: 1889	08061054595;Dominik;Gêœ
ID: 1890	25010486341;Marcin;Trawa
ID: 1891	10080832755;Marcin;Kaczanka
ID: 1892	82022036020;Aleksanda;Kaczanka
ID: 1893	25010514454;Krzysztof;Kaduszko
ID: 1894	85060954583;Adam;Brzoza
ID: 1895	61102345125;Katarzyna;Abelec
ID: 1896	15080441952;Marcin;Kaduszko
ID: 1897	31051420571;Piotr;O³ówek
ID: 1898	96041255279;Micha³;Wróbel
ID: 1899	89020615204;Paulina;Kadula
ID: 1900	26080328902;Anna;Kadula
ID: 1901	95030890431;Daria;Kowalczyk
ID: 1902	71070629280;Katarzyna;Abarowicz
ID: 1903	79032679885;Alicja;Brzoza
ID: 1904	06012091820;Joanna;Kaczmarek
ID: 1905	77060754346;Katarzyna;Kacera
ID: 1906	85031731508;Konrad;Kowalczyk
ID: 1907	58081327164;Magdalena;Maksymowicz
ID: 1908	44090360306;Konrad;Abarowicz
ID: 1909	50100816284;Paulina;Trawa
ID: 1910	92060431416;Adam;Brzoza
ID: 1911	91042111440;Martyna;Kabela
ID: 1912	35030222286;Anna;Baczak
ID: 1913	40110318847;Aleksanda;O³ówek
ID: 1914	70112412710;Anna;O³ówek
ID: 1915	03082245094;Aleksander;Abarowicz
ID: 1916	97120437318;Adam;Tygrys
ID: 1917	90100329880;Alicja;Jaskó³ka
ID: 1918	93052025711;Konrad;O³ówek
ID: 1919	84050642793;Jakub;Maksymowicz
ID: 1920	22012448688;Micha³;Abaszyn
ID: 1921	78060822521;Mateusz;Nowak
ID: 1922	05121289806;Krzysztof;Bachara
ID: 1923	93031899876;Daria;Brzoza
ID: 1924	65042376044;Adam;B³aszczyk
ID: 1925	54081913601;Joanna;Gêœ
ID: 1926	24101867175;Anna;Trawa
ID: 1927	80010996491;Aleksanda;Ró¿a
ID: 1928	06061663054;Natalia;Trawa
ID: 1929	14011756001;Paulina;Kabela
ID: 1930	63030847288;Jakub;Nowak
ID: 1931	64040763777;Klaudia;Gêœ
ID: 1932	85060953543;Klaudia;Kowalczyk
ID: 1933	50090495021;Jakub;Kowalczyk
ID: 1934	11071286096;Adam;Tygrys
ID: 1935	75051095249;Piotr;Maksymowicz
